review_text,rating,restaurant,area,date,likes,label
好吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"比連鎖的鐵板燒好吃太多太多了😋
服務很好餐又好吃一定會再來吃100次😍",5,老鐵醬平價鐵板燒,,1 個月前,0,2
"點餐時櫃檯沒人
煎台師傅請我先坐
去裝飲料時店員冒出來 問我結帳了嗎？ …",4,老鐵醬平價鐵板燒,,1 個月前,0,2
推薦 好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
👍 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"和家人用餐，覺得好吃，下次
會再來",5,老鐵醬平價鐵板燒,,1 個月前,0,2
平價又好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
跟家人用餐中,5,老鐵醬平價鐵板燒,,1 個月前,0,2
小孩很愛吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
菜配飯我可以吃十碗,5,老鐵醬平價鐵板燒,,1 個月前,0,2
超牛逼的鐵板燒必須爆吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
東西好吃 氣氛很好 還會再來,5,老鐵醬平價鐵板燒,,1 個月前,0,2
食物好吃，店員很親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃，服務態度良好，可以帶狗狗,5,老鐵醬平價鐵板燒,,1 個月前,0,2
這家推推～餐點好吃～氣氛佳～菜可續～,5,老鐵醬平價鐵板燒,,1 個月前,0,2
CO值高 送餐速度快 👍,5,老鐵醬平價鐵板燒,,1 個月前,0,2
料理好吃 服務又好 很好吃的鐵板燒 推薦,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點蠻好吃、上菜速度也快，打卡送小菜或糖葫蘆💙,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃服務親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"這間青菜不能續，但google評論會送小菜，
店員忘記送來，告知後有送來。
可能剛好座位在出風口 …",4,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃已經多次回訪,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃美味,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃又平價,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃喔！ 👍🏻👍🏻👍🏻,5,老鐵醬平價鐵板燒,,1 個月前,0,2
東西好吃😋 值得再訪！很推薦👍,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃！味道很好！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃算是我吃過前幾名的鐵板燒,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務很好 餐點很好吃！,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
好吃的鐵板燒 大家要來吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃 很常來,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃～～,5,老鐵醬平價鐵板燒,,1 個月前,0,2
便宜好吃，內用送小菜！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
家人愛吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃 菜可以續 飯吃到飽,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點都很不錯,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好好吃🤤,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務親切 食物平價新鮮好吃 環境乾淨明亮,5,老鐵醬平價鐵板燒,,1 個月前,0,2
平價好吃😋服務很讚👍 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
香煎雞腿排很好吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃 白飯不用錢,5,老鐵醬平價鐵板燒,,1 個月前,0,2
超好吃👍🏻 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃動作也很快,5,老鐵醬平價鐵板燒,,1 個月前,0,2
美味😋 值得再來 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
菜很好吃，還可以加菜，超讚的,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
"價格親民
餐點好吃",5,老鐵醬平價鐵板燒,,1 個月前,0,2
超級棒的,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好好吃～～～,5,老鐵醬平價鐵板燒,,1 個月前,0,2
態度值得我六星好評 這是多出來的那一顆,1,老鐵醬平價鐵板燒,,1 個月前,0,0
"雞腿排超好吃的！
是沒吃過的口感～
上菜速度也很快～大推推",5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃菜可以一直續,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
服務態度很好，食物美味,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"115/02/01
店員態度差到極致。
剛開幕吃過兩次那時候的服務氣氛和現在截然不同，
這次是第三次用餐，也會是最後一次。
在這邊吃飯被服務的感覺，像是在被施捨食物。",1,老鐵醬平價鐵板燒,,1 個月前,0,0
"點了雙人套餐 菲力、牛肉和鮮蚵
平價好吃，會在回訪！",5,老鐵醬平價鐵板燒,,1 個月前,0,2
雙人套餐平價好吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"首次嚐鮮
空間大
飲料、飯、湯吃到飽👍 …",5,老鐵醬平價鐵板燒,,1 個月前,0,2
點了$350單人套餐（香煎雞腿排+奶油杏鮑菇）👍 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
💯 份量實在、價格合理，CP值超高，會想再回訪。,5,老鐵醬平價鐵板燒,,1 個月前,0,2
鐵板功力一流，火候拿捏得剛剛好，肉嫩多汁、完全不乾柴。,5,老鐵醬平價鐵板燒,,1 個月前,0,2
美味好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
😍😍,5,老鐵醬平價鐵板燒,,1 個月前,0,2
讚喔👍 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
👍🏻 …,4,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃、環境明亮,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃！讚,5,老鐵醬平價鐵板燒,,1 個月前,0,2
這間的餐點算是還可以也還可以續青菜 還有自助吧什麼的其實很不錯 但是最近一次1/31 1:30左右的時候突然有二手菸的味道並且持續到我吃完結束，不知道是不是有人在休息室抽菸並且當時還有小孩在旁邊，我覺得需要糾正一下（當時大門是關上很久了），只有休息室的小門還開著,3,老鐵醬平價鐵板燒,,1 個月前,0,1
好吃環境好,5,老鐵醬平價鐵板燒,,1 個月前,0,2
宵夜首選,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"好吃的鐵板燒，老闆娘還熱情～
重點是各個菜量非常滿足！！",5,老鐵醬平價鐵板燒,,1 個月前,0,2
第一次吃，好吃出餐快～,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"評論送小菜

整體菜色都比較下飯
醬燒雞丁：肉不柴很棒，還會有洋蔥跟蔥
高麗菜豆芽菜：可續，每次的鹹度都有點不同（可能有加蒜泥）
不吃洋蔥、蔥、蒜頭的人點餐前可以告知，應該可以不加

內用自助區：白飯、湯、飲料（果汁、咖啡）",5,老鐵醬平價鐵板燒,,1 個月前,0,2
全家都愛吃😊😊😊 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
價格合適,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
高麗菜豆芽菜吃到飽太爽了,5,老鐵醬平價鐵板燒,,1 個月前,0,2
每道餐點都很美味 cp值巨高 服務人員也很親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
歐一夕,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"店員看我一份菜不夠吃，還多送我一份😭
鐵醬牛也好好吃😭 …",5,老鐵醬平價鐵板燒,,1 個月前,0,2
低消沒有說明，服務態度👎 …,1,老鐵醬平價鐵板燒,,1 個月前,0,0
好吃的推薦，打卡送手工小菜,5,老鐵醬平價鐵板燒,,1 個月前,0,2
真心推薦＾＾真的好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"好吃好停車
一次上癮👍",5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點美味，份量充足,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"師傅熱情 餐點cp值很高 店內空間也很寬敞
重點還可以加菜",5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
餐點好吃CP高！非常值得推薦的鐵板燒！🤩🤩🤩,5,老鐵醬平價鐵板燒,,1 個月前,0,2
親切專業好吃！,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
好吃 平價，每次都超飽,5,老鐵醬平價鐵板燒,,1 個月前,0,2
東西好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好好吃 免費白飯吃飽飽 d(ŐдŐ๑),5,老鐵醬平價鐵板燒,,1 個月前,0,2
"今天晚上來老鐵鍋吃晚餐，依舊cp值超高！
會再回訪😋",5,老鐵醬平價鐵板燒,,1 個月前,0,2
青菜吃到飽肉比其他地方多,5,老鐵醬平價鐵板燒,,1 個月前,0,2
便宜又大碗⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃！常來,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務人員很親切，食物也很好吃，最主要的是開得晚！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
這個好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務很親切食物也很好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃有味,5,老鐵醬平價鐵板燒,,1 個月前,0,2
讚讚讚,5,老鐵醬平價鐵板燒,,1 個月前,0,2
下班後的好選擇 好吃👍,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"這裡好吃還有湯有飯
店員也很親切",5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃青菜很好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
讚的 好吃 營業時間晚～宵夜也適合,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃😋😋😋,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"用五星已經無法評論了！
他已經超越了所有連鎖店了！
驚訝的是，炒功真的一流！超級好吃！ …",5,老鐵醬平價鐵板燒,,1 個月前,0,2
"服務很好
環境也很乾淨
很好吃 👍",5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務態度佳，速度也很快唷🥰 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
老闆娘超好,5,老鐵醬平價鐵板燒,,1 個月前,0,2
今天是第二次回訪，台中夜宵的第一選擇！CP值很高！非常推薦大家來。,5,老鐵醬平價鐵板燒,,1 個月前,0,2
飲料區真讚,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"有嚇到欸
190竟然有飲料自助吧
咖啡機(可惜去的時候沒巧克力 …",5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃，cp值超高！ ！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
小朋友指定鐵板燒的愛店,5,老鐵醬平價鐵板燒,,1 個月前,0,2
環境乾淨，自助吧有白飯、湯品、飲料都免費續，店員態度也很親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務態度很好,5,老鐵醬平價鐵板燒,,1 個月前,0,2
上菜快速菜色可口,5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務人員親切.餐點好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃😋,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃好吃😋 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"一群年輕小朋友 活力無窮
口味好吃 味道不重複",5,老鐵醬平價鐵板燒,,1 個月前,0,2
口味不錯，可以續菜,5,老鐵醬平價鐵板燒,,1 個月前,0,2
整潔有待加強，桌黏黏的，料理區域有點髒,2,老鐵醬平價鐵板燒,,1 個月前,0,0
食物好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃。兒子常常吵著要吃！白飯、湯品可以吃到飽！還有飲料吧！！很棒！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
離家很近的鐵板燒。好吃😋 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點好吃，出餐快速，服務親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
平價鐵板燒~~五星送小菜,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
便宜好吃，還有自助吧可以用,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點超級好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
每次來都吃很飽，服務員也很客氣,5,老鐵醬平價鐵板燒,,1 個月前,0,2
餐點美味好吃，服務生很親切,5,老鐵醬平價鐵板燒,,1 個月前,0,2
每週都來吃,5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
這間鐵板燒叫我家的狗吃他也不吃包手的那個員工你再給我裝一塊試試看,1,老鐵醬平價鐵板燒,,1 個月前,0,0
平價好吃 快速,5,老鐵醬平價鐵板燒,,1 個月前,0,2
1/19到1/20半夜兩點那位右手臂刺青的，我沒惹你吧，每一句對話都用兇的，情緒管理不好就別來上班了，搞得來吃飯的都欠你一樣，老闆要不要管一下，五星拉評價送小菜沒屁用啦,1,老鐵醬平價鐵板燒,,1 個月前,0,0
餐點快、要清淡的口味要先說…不然會太過鹹鹹,4,老鐵醬平價鐵板燒,,1 個月前,0,2
來這間店千萬不要跟那個包手店員點加菜 他會直接躲在後面滑手機給你看,1,老鐵醬平價鐵板燒,,1 個月前,0,0
沒來過，一進門就很不耐煩的問我要不要辣，我根本沒懂啥要不要辣，後面才大聲的喊菜要不要辣，不想炒直說，擺啥臉色啊,1,老鐵醬平價鐵板燒,,1 個月前,0,0
第一次用手機支付不會用被嘲諷，我說這個嗶一聲沒反應，那個刺青的員工用嘲諷的語氣說直接掃條碼就好，還嗶一聲咧，老闆是請不到人了嗎，是嫌客人太多嗎，這員工是鐵板計畫轉過去的嗎？,1,老鐵醬平價鐵板燒,,1 個月前,0,0
"1、菲力牛太老了、羊肉也差不多
2、上菜的餐點用甩的，也是醉了
3、青菜的量有點少",2,老鐵醬平價鐵板燒,,1 個月前,0,0
服務親切，食物好吃，推！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
讚👍好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃評價鐵板燒！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很常來～好吃,5,老鐵醬平價鐵板燒,,1 個月前,0,2
好吃超讚,5,老鐵醬平價鐵板燒,,1 個月前,0,2
第一次來吃看看,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"青菜可續
點雙人套餐 還送豆腐
活動 打卡送飲料 很可愛有小熊🐻
整體不錯 但今天主菜有醬汁的部分有點略鹹 …",5,老鐵醬平價鐵板燒,,上次編輯：1 個月前,0,2
好吃，喜歡吃金莎蝦球，別間的鐵板燒吃不太到！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
料好實在價格公道讚讚！,5,老鐵醬平價鐵板燒,,1 個月前,0,2
來吃三次了 超讚👍 …,5,老鐵醬平價鐵板燒,,1 個月前,0,2
可以吃菜吃到飽,5,老鐵醬平價鐵板燒,,1 個月前,0,2
點一份牛肉的外帶，整盒都是洋蔥只有三、四小片肉……乾脆給我兩盒菜算了,1,老鐵醬平價鐵板燒,,1 個月前,0,0
"可以免費加菜、白飯、飲料、熱湯。
好吃",5,老鐵醬平價鐵板燒,,1 個月前,0,2
很讚🙌,5,老鐵醬平價鐵板燒,,1 個月前,0,2
很好吃喔,5,老鐵醬平價鐵板燒,,1 個月前,0,2
"上菜快速
高麗菜豆芽菜小辣超好吃
連最基本的副菜都好吃
其他餐點根本不用說了 超好下飯
推",5,老鐵醬平價鐵板燒,,1 個月前,0,2
服務員都很熱情，東西很好吃！！,5,老鐵醬平價鐵板燒,,2 個月前,0,2
特別讚！！服務好 餐點佳,5,老鐵醬平價鐵板燒,,2 個月前,0,2
"可以免費續菜
但很抱歉只能給3顆星
因為牛肉 高麗菜 豆芽菜 全都太鹹
不合口味😅 …",3,老鐵醬平價鐵板燒,,2 個月前,0,1
平價，好吃,5,老鐵醬平價鐵板燒,,2 個月前,0,2
餐點好吃又平價,5,老鐵醬平價鐵板燒,,2 個月前,0,2
"住在北屯 半夜突然想吃鐵板燒
看到這間店 想著試試看
沒想到 吃到收藏店了。
台中最好吃的鐵板燒之一。就是遠一點了。
東西都超級好吃",5,老鐵醬平價鐵板燒,,2 個月前,0,2
"餐點的部分：主食 跟菜份量有點偏少，覺得不夠吃，但是整體是不錯吃的，另外飲料芒果奶凍好喝！
還有阿姨會一直巡視，讓人會有點尷尬的感覺！",4,老鐵醬平價鐵板燒,,2 個月前,0,2
現在還有活動，消費滿250內用就送飲料,5,老鐵醬平價鐵板燒,,2 個月前,0,2
好吃，上菜速度快！,5,老鐵醬平價鐵板燒,,2 個月前,0,2
老鐵，666,5,老鐵醬平價鐵板燒,,2 個月前,0,2
